INSTANCE;WEIGHT_GR;VALUE_GR;EXECUTION_TIME_GR;WEIGHT_BF;VALUE_BF;EXECUTION_TIME_BF;WEIGHT_BB;VALUE_BB;EXECUTION_TIME_BB;WEIGHT_DP;VALUE_DP;EXECUTION_TIME_DP;WEIGHT_OT;VALUE_OT;EXECUTION_TIME_IP;WEIGHT_IP;VALUE_IP;EXECUTION_TIME_OT
;problem_100_500_3_2_5.txt;8366;8936;0;8390;8780;10015;1546;1786;10015;8398;8968;0;8398;8968;24;8398;8968;18
;problem_100_500_3_3_5.txt;12434;13144;0;12626;13176;10015;1095;1335;10015;12626;13336;0;12626;13336;41;12626;13336;16
;problem_100_500_3_4_5.txt;15873;16693;0;14630;15300;10015;1632;1872;10015;15873;16693;0;15873;16693;65;15873;16693;35
;problem_100_500_3_5_5.txt;22690;23590;0;16931;17601;10015;2000;2240;10015;22886;23786;0;22886;23786;92;22886;23786;26
;problem_100_500_4_1_5.txt;4151;4151;0;4164;4164;10015;4164;4164;31;4164;4164;0;4164;4164;0;4164;4164;9
;problem_100_500_4_2_5.txt;8390;8390;0;8398;8398;10015;6501;6501;10015;8398;8398;0;8398;8398;5;8398;8398;24
;problem_100_500_4_3_5.txt;12392;12392;0;12626;12626;10015;5955;5955;10015;12626;12626;0;12626;12626;11;12626;12626;13
;problem_100_500_4_4_5.txt;15539;15539;0;15220;15220;10001;6101;6101;10009;15876;15876;0;15876;15876;23;15875;15875;36
;problem_100_500_4_5_5.txt;22623;22623;0;19238;19238;10015;6843;6843;10015;22886;22886;0;22886;22886;57;22886;22886;39
;problem_100_1000_1_1_5.txt;7914;23884;0;8359;11405;10015;3975;17570;10015;8391;24357;0;8391;24357;8;8391;24357;19
;problem_100_1000_1_2_5.txt;15929;33591;0;16597;21153;10015;3302;16404;10001;16588;34184;0;16588;34184;32;16588;34184;25
;problem_100_1000_1_3_5.txt;24592;40347;0;24923;29644;10013;4338;16583;10011;25118;40778;0;25118;40778;60;25118;40778;16
;problem_100_1000_1_4_5.txt;34143;46603;0;30517;35121;10008;4849;16019;10001;34143;46603;0;34143;46603;96;34143;46603;15
;problem_100_1000_1_5_5.txt;46504;43499;0;34220;30850;10001;7630;16601;10011;46504;43499;0;46504;43499;158;46504;43499;10
;problem_100_1000_2_1_5.txt;7805;9516;0;8396;8754;10001;8379;10087;10001;8395;10152;0;8395;10152;7;8395;10152;62
;problem_100_1000_2_2_5.txt;15882;18106;0;16610;17088;10001;7862;9427;10009;16611;18860;0;16611;18860;22;16611;18860;56
;problem_100_1000_2_3_5.txt;24877;27832;0;25119;26085;10003;6683;8227;10014;25118;28061;0;25118;28061;52;25118;28061;71
;problem_100_1000_2_4_5.txt;33931;36715;0;31675;32323;10001;7473;9039;10016;34229;36978;0;34229;36978;72;34229;36978;119
;problem_100_1000_2_5_5.txt;46255;47157;0;38397;38214;10013;13042;14724;10001;46604;47456;0;46604;47456;145;46604;47456;29
;problem_100_1000_3_1_5.txt;8613;9023;0;8664;8854;10001;2968;3218;10001;8664;9074;0;8664;9074;17;8664;9074;15
;problem_100_1000_3_2_5.txt;17375;17915;1;17565;17945;10006;3640;3880;10001;17565;18105;0;17565;18105;47;17565;18105;24
;problem_100_1000_3_3_5.txt;25211;25911;1;25626;26176;10001;2844;3084;10012;25626;26326;0;25626;26326;85;25624;26324;6002
;problem_100_1000_3_4_5.txt;31040;31850;0;28946;29616;10001;2833;3073;10001;31543;32353;0;31543;32353;115;31541;32351;17
;problem_100_1000_3_5_5.txt;39939;40849;1;30025;30695;10001;2703;2943;10001;40386;41296;0;40386;41296;176;40385;41295;46
;problem_100_1000_4_1_5.txt;8656;8656;0;8664;8664;10010;8664;8664;140;8664;8664;0;8664;8664;2;8664;8664;62
;problem_100_1000_4_2_5.txt;17430;17430;0;17565;17565;10015;14501;14501;10015;17565;17565;0;17565;17565;10;17565;17565;24
;problem_100_1000_4_3_5.txt;25392;25392;0;25626;25626;10015;11455;11455;10015;25626;25626;0;25626;25626;23;25626;25626;80
;problem_100_1000_4_4_5.txt;31117;31117;0;31266;31266;10016;10101;10101;10015;31543;31543;0;31543;31543;54;31543;31543;72
;problem_100_1000_4_5_5.txt;39747;39747;0;32238;32238;10015;11343;11343;10001;40386;40386;0;40386;40386;88;40384;40384;19
;problem_500_50_1_1_5.txt;2127;6088;0;2144;2313;10015;53;854;10001;2147;6115;0;2147;6115;66;2147;6115;41
;problem_500_50_1_2_5.txt;4223;8133;0;4216;4211;10016;50;771;10015;4229;8138;0;4229;8138;184;4229;8138;26
;problem_500_50_1_3_5.txt;6359;10441;0;6384;6563;10002;51;818;10015;6398;10470;0;6398;10470;388;6398;10470;25
;problem_500_50_1_4_5.txt;8570;11782;0;7658;7789;10001;56;707;10001;8602;11798;0;8602;11798;643;8601;11797;18
;problem_500_50_1_5_5.txt;10727;12071;0;7916;7776;10001;56;752;10015;10737;12073;0;10737;12073;924;10738;12073;19
;problem_500_50_2_1_5.txt;2121;2618;0;2144;2173;10015;99;199;10014;2147;2647;0;2147;2647;49;2147;2647;22
;problem_500_50_2_2_5.txt;4186;4822;0;4229;4264;10001;73;158;10015;4229;4867;0;4229;4867;129;4229;4867;16
;problem_500_50_2_3_5.txt;6398;7070;0;6397;6413;10015;98;184;10014;6398;7070;0;6398;7070;290;6398;7070;13
;problem_500_50_2_4_5.txt;8596;9248;0;7803;7835;10015;70;147;10003;8602;9253;0;8602;9253;508;8602;9253;14
;problem_500_50_2_5_5.txt;10736;11089;0;7670;7657;10016;67;159;10001;10738;11090;0;10738;11090;792;10738;11090;16
;problem_500_50_3_1_5.txt;2153;4123;0;2128;2928;10009;45;275;10010;2159;4129;0;2159;4129;85;2159;4129;11
;problem_500_50_3_2_5.txt;3914;6874;0;3837;5437;10001;28;248;10016;3929;6889;0;3929;6889;229;3929;6889;9
;problem_500_50_3_3_5.txt;6490;9970;0;6291;8691;10001;43;263;10013;6512;9992;0;6512;9992;475;6512;9992;9
;problem_500_50_3_4_5.txt;8510;12600;0;7761;10801;10008;44;264;10016;8518;12608;0;8518;12608;731;8518;12608;10
;problem_500_50_3_5_5.txt;10603;15153;0;7733;10773;10013;36;256;10001;10615;15165;0;10615;15165;1009;10615;15165;9
;problem_500_50_4_1_5.txt;2151;2151;0;2159;2159;10001;652;652;10001;2159;2159;0;2159;2159;5;2159;2159;8
;problem_500_50_4_2_5.txt;3886;3886;0;3929;3929;10001;584;584;10014;3929;3929;0;3929;3929;39;3929;3929;7
;problem_500_50_4_3_5.txt;6478;6478;0;6512;6512;10001;638;638;10001;6512;6512;0;6512;6512;127;6512;6512;13
;problem_500_50_4_4_5.txt;8512;8512;0;7912;7912;10001;635;635;10012;8518;8518;0;8518;8518;326;8518;8518;8
;problem_500_50_4_5_5.txt;10600;10600;0;7730;7730;10015;500;500;10001;10615;10615;0;10615;10615;607;10615;10615;9
;problem_500_100_1_1_5.txt;4255;11486;0;4264;4462;10001;93;1558;10001;4272;11506;0;4272;11506;128;4272;11506;56
;problem_500_100_1_2_5.txt;8355;16357;0;8418;8796;10005;83;1690;10015;8428;16429;0;8428;16429;374;8428;16429;31
;problem_500_100_1_3_5.txt;13020;20479;0;13009;13129;10015;84;1737;10016;13047;20499;0;13047;20499;792;13047;20499;234
;problem_500_100_1_4_5.txt;16765;23101;0;15123;15004;10015;73;1567;10015;16799;23118;0;16801;23118;1238;16799;23118;24
;problem_500_100_1_5_5.txt;20578;24406;0;15005;15451;10015;99;1584;10014;20608;24415;0;20613;24415;1784;20613;24415;27
;problem_500_100_2_1_5.txt;4267;5131;0;4266;4258;10005;178;352;10001;4272;5136;0;4272;5136;89;4272;5136;20
;problem_500_100_2_2_5.txt;8423;9687;0;8424;8524;10001;144;309;10011;8429;9693;0;8429;9693;294;8429;9693;50
;problem_500_100_2_3_5.txt;12993;14197;0;13042;13014;10001;112;259;10001;13048;14251;0;13048;14251;607;13048;14251;34
;problem_500_100_2_4_5.txt;16801;18026;0;15237;15293;10016;197;365;10015;16801;18026;0;16802;18026;1004;16801;18026;13
;problem_500_100_2_5_5.txt;20586;21482;0;14531;14633;10001;113;282;10016;20613;21506;0;20613;21506;1579;20613;21506;30
;problem_500_100_3_1_5.txt;4167;6217;0;4146;4946;10014;65;295;10015;4201;6251;0;4201;6251;165;4201;6251;10
;problem_500_100_3_2_5.txt;8312;11182;0;8139;9739;10015;40;260;10005;8346;11216;0;8346;11216;458;8346;11216;11
;problem_500_100_3_3_5.txt;12966;16456;0;12592;14992;10012;68;288;10015;13037;16527;0;13037;16527;899;13037;16527;11
;problem_500_100_3_4_5.txt;16729;20829;0;15265;18305;10015;53;273;10015;16751;20851;0;16751;20851;1338;16751;20851;10
;problem_500_100_3_5_5.txt;20938;25498;0;15242;18282;10001;67;287;10012;20948;25508;0;20948;25508;1923;20948;25508;10
;problem_500_100_4_1_5.txt;4201;4201;0;4201;4201;10015;1102;1102;10015;4201;4201;0;4201;4201;10;4201;4201;10
;problem_500_100_4_2_5.txt;8323;8323;0;8346;8346;10001;1184;1184;10001;8346;8346;0;8346;8346;71;8346;8346;10
;problem_500_100_4_3_5.txt;13008;13008;0;13037;13037;10001;1338;1338;10001;13037;13037;0;13037;13037;251;13037;13037;13
;problem_500_100_4_4_5.txt;16711;16711;0;15312;15312;10006;1335;1335;10015;16751;16751;0;16751;16751;595;16751;16751;9
;problem_500_100_4_5_5.txt;20913;20913;0;15230;15230;10006;1150;1150;10015;20948;20948;0;20948;20948;1164;20948;20948;13
;problem_500_500_1_1_5.txt;21577;58126;0;21476;21688;10011;376;7502;10001;21655;58221;0;21655;58221;593;21655;58221;109
;problem_500_500_1_2_5.txt;39690;84630;1;39699;43436;10007;415;7977;10001;39792;84725;0;39792;84725;1993;39792;84725;68
;problem_500_500_1_3_5.txt;63296;99525;0;63302;62342;10007;354;7485;10001;63446;99618;0;63446;99618;3726;63446;99618;18
;problem_500_500_1_4_5.txt;84714;114476;0;78562;76365;10003;381;7354;10001;85133;114680;0;85133;114680;6159;85133;114680;37
;problem_500_500_1_5_5.txt;103002;122114;0;74291;74777;10011;324;8201;10001;103029;122118;0;103029;122118;8922;103020;122116;21
;problem_500_500_2_1_5.txt;21549;25569;0;21589;21770;10001;908;1687;10002;21655;25685;0;21655;25685;415;21655;25685;49
;problem_500_500_2_2_5.txt;39616;45667;0;39784;40090;10006;883;1736;10005;39796;45855;0;39796;45855;1296;39796;45855;46
;problem_500_500_2_3_5.txt;63045;70158;0;63442;64567;10001;571;1184;10004;63448;70566;0;63448;70566;3137;63447;70565;22
;problem_500_500_2_4_5.txt;85058;91045;0;76250;76858;10005;822;1601;10014;85136;91118;0;85136;91118;5175;85131;91110;37
;problem_500_500_2_5_5.txt;102906;107433;0;74836;75271;10015;599;1339;10015;103030;107544;0;103030;107544;7358;103029;107544;18
;problem_500_500_3_1_5.txt;21277;23267;0;20989;21789;10015;308;538;10015;21301;23291;0;21301;23291;716;21301;23291;35
;problem_500_500_3_2_5.txt;40388;43288;0;39673;41273;10001;252;472;10001;40613;43513;0;40613;43513;2116;40613;43513;176
;problem_500_500_3_3_5.txt;61643;65203;0;59930;62330;10001;228;448;10008;61987;65547;0;61987;65547;4105;61987;65547;179
;problem_500_500_3_4_5.txt;82128;86218;0;75003;78043;10001;258;478;10001;82351;86441;0;82351;86441;6516;82351;86441;160
;problem_500_500_3_5_5.txt;107817;112367;0;78502;81542;10001;314;534;10001;107865;112415;0;107865;112415;9662;107865;112415;31
;problem_500_500_4_1_5.txt;21134;21134;1;21301;21301;10001;6602;6602;10001;21301;21301;0;21301;21301;71;21301;21301;16
;problem_500_500_4_2_5.txt;40264;40264;0;40613;40613;10001;6184;6184;10001;40613;40613;0;40613;40613;365;40613;40613;11
;problem_500_500_4_3_5.txt;61643;61643;0;61987;61987;10015;5538;5538;10001;61987;61987;0;61987;61987;1334;61987;61987;14
;problem_500_500_4_4_5.txt;82002;82002;0;76212;76212;10001;5435;5435;10011;82351;82351;0;82351;82351;3048;82351;82351;15
;problem_500_500_4_5_5.txt;107647;107647;0;79230;79230;10001;6950;6950;10005;107865;107865;0;107865;107865;6143;107865;107865;29
;problem_500_1000_1_1_5.txt;42500;114437;0;42798;43976;10009;813;16846;10001;42822;114892;0;42822;114892;1160;42822;114892;40
;problem_500_1000_1_2_5.txt;84688;165118;0;84955;88075;10001;786;17478;10010;84962;165368;0;84962;165368;3618;84962;165368;37
;problem_500_1000_1_3_5.txt;122443;203616;0;122856;129288;10015;638;15748;10005;122948;203986;0;122948;203986;7329;122948;203979;35
;problem_500_1000_1_4_5.txt;165514;229247;0;151818;152419;10001;405;14508;10001;166103;229545;0;166103;229545;12343;166103;229545;45
;problem_500_1000_1_5_5.txt;212119;252043;0;157294;157169;10013;999;15283;10016;213025;252270;0;213025;252270;18779;213025;252270;41
;problem_500_1000_2_1_5.txt;42032;50684;0;42760;43267;10001;1603;3174;10014;42820;51549;0;42822;51549;919;42820;51549;54
;problem_500_1000_2_2_5.txt;84688;96886;0;84932;86031;10009;1044;2512;10001;84960;97172;0;84960;97172;2916;84960;97172;42
;problem_500_1000_2_3_5.txt;122856;135773;0;122928;123837;10010;1566;3198;10012;122948;135861;0;122948;135861;5437;122948;135860;77
;problem_500_1000_2_4_5.txt;165504;177471;0;147341;148453;10014;917;2303;10001;166134;178071;0;166134;178071;10219;166135;178070;64
;problem_500_1000_2_5_5.txt;212694;219252;0;151326;150291;10015;2503;3952;10015;213029;219550;0;213029;219550;15817;213029;219550;57
;problem_500_1000_3_1_5.txt;42379;44409;0;41717;42517;10011;614;844;10002;42384;44414;0;42384;44414;1461;42384;44414;33
;problem_500_1000_3_2_5.txt;84592;87432;0;82717;84317;10001;507;727;10005;84779;87619;0;84779;87619;4256;84776;87616;50
;problem_500_1000_3_3_5.txt;121018;124568;0;117550;119950;10016;409;629;10001;121487;125037;0;121487;125037;8099;121484;125034;121
;problem_500_1000_3_4_5.txt;169604;173664;0;155050;158090;10009;529;749;10007;170351;174411;0;170351;174411;12936;170345;174405;125
;problem_500_1000_3_5_5.txt;218567;223107;0;159433;162473;10001;700;920;10005;219115;223655;0;219115;223655;18441;219115;223655;74
;problem_500_1000_4_1_5.txt;42136;42136;0;42384;42384;10015;11102;11102;10015;42384;42384;0;42384;42384;117;42384;42384;17
;problem_500_1000_4_2_5.txt;84136;84136;0;84779;84779;10015;12684;12684;10010;84779;84779;0;84779;84779;802;84779;84779;22
;problem_500_1000_4_3_5.txt;121369;121369;0;121484;121484;10014;12038;12038;10002;121487;121487;0;121487;121487;2500;121487;121487;16
;problem_500_1000_4_4_5.txt;170002;170002;0;155762;155762;10015;9935;9935;10009;170351;170351;0;170351;170351;6530;170351;170351;35
;problem_500_1000_4_5_5.txt;218940;218940;0;163230;163230;10015;11950;11950;10016;219115;219115;0;219115;219115;12678;219115;219115;33
